application_id,challenge_id,startup_id,ground_truth_technology_fit,ground_truth_problem_fit,ground_truth_sector_fit,ground_truth_experience_fit,ground_truth_team_fit,ground_truth_scalability_fit,ground_truth_revenue_fit,ground_truth_location_fit,ground_truth_eligibility,ground_truth_overall_quality
9fa1b0c4-0a7e-4f63-89d8-002d575c8106,c6407a8d-c6b5-4631-8445-9fb5474f07c7,1d52e6a4-0b54-48ba-9cd4-2887efc7526d,33.33,35.6,14,100,50,100,100,100,True,53.52
da3e9804-f662-44c4-b9d9-f8b7d19b48cd,92b97765-6f3e-40bb-8e7e-728edd7445a8,8ba33df4-1358-4166-a207-25c1384a9e11,0.0,15.4,16,20,70,30,100,100,False,26.18
0fde420a-fa9a-4ee0-a2ad-75cb77d4df72,6649f2a7-84f5-4e94-88b8-38afab9d76f7,001139e7-cb6c-43f9-97e0-4612010be20c,0.0,11.0,50,60,50,100,100,100,False,36.2
b16c8673-8966-4fbb-8b03-71be9c61ec7f,84c1d83e-8cf0-4211-b561-68cb9dd7af42,d7b7ee5c-dc25-4965-a60d-377debbccbaa,100,90.0,50,100,90,100,100,100,True,92.0
b91b8d47-27e6-44b6-871c-e57905293c68,341b6bd0-c7b3-4aaa-b60d-b2bb57358376,cc870230-1df5-4279-bae4-90a5390de37e,0.0,-3.0,15,100,50,60,100,40,False,30.9
362bef6c-a997-4977-a2e9-3f0fce955a79,46595dde-9e76-4044-950f-b4eb06b14bd5,076bb4ab-4a81-49e7-831b-f1ef1bd4610e,0.0,6.6,4,60,70,100,100,100,False,52.72
d44be165-e9e8-42cc-8831-ba99358d43fb,c3525510-84f1-4703-b98a-c6e507b008a2,17db5ca6-eee9-4cbf-9b63-50139c1e166c,50.0,24.4,11,100,90,60,100,100,False,57.98
650d246a-95f3-4ddb-9b48-526508250308,275c6c42-4302-475f-b7bd-a5bc47571afa,5b814bd9-206d-436f-a9f3-6639f7e327f0,0.0,5.4,11,100,50,30,100,100,False,33.68
6261b8cf-6885-403c-a7cf-299e000dc5b8,4ab31420-afd4-45f3-8e51-cb6bf48ca125,3ea9da09-01d4-448d-9099-e771a8a44e98,0.0,-8.0,5,80,70,100,100,100,False,32.9
4058c8db-7dce-4fc6-8423-06f805324629,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,246d0456-eda4-4456-a031-c9498ed52f17,0.0,-6.8,8,100,50,30,100,100,False,30.94
9127e31e-0d44-4242-a312-47742d5d024f,095c62af-346a-471b-8517-5269bcd0cab0,6ea920da-67c6-4346-ad4e-d34d5607adb3,0.0,6.0,5,100,50,30,100,40,False,30.2
08167a25-3810-4aa6-ab6b-af87ed711195,3beb567e-55ca-481a-a6d8-09cc8c0ef3dc,a4dae2e5-8511-48ac-959b-44fde40ea5d6,100,63.0,20,100,50,60,100,100,True,77.6
02bac60c-1755-4674-94b3-6adef3d2c7e1,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,99d41acc-6209-4021-8584-37e5a2ca7990,10.0,38.6,4,100,90,30,100,100,True,38.62
f7bbbafe-6efe-4e26-a2f4-eeaebe3e1097,481c093a-286b-4170-a785-d71a646f547d,30aac680-7135-465c-883c-7eda5f4086d9,0.0,-6.2,2,60,70,30,100,100,False,26.46
e8d4e1b8-848a-4953-9187-872d4b1442fa,926fbdad-d167-4455-8dea-3e5697ddb9c4,17db5ca6-eee9-4cbf-9b63-50139c1e166c,0.0,0.4,6,100,90,60,100,100,False,37.68
3febbdc5-c1d8-4537-ba89-a253a347e2d6,949173bb-98e6-44f5-8862-71f45f0c5487,a5718393-6842-46bf-b04a-4900439cbfe2,0.0,8.4,6,100,70,100,24.0,100,False,35.48
5e80576b-1848-4d95-8409-5d0320d54b08,c9b924f7-3f8e-482e-9312-9d29d29ca15c,2880540b-aee6-4cab-8f0b-ec2f50b2bdad,30,17.6,19,100,50,60,100,100,False,47.42
910c912d-c363-4ec1-a86b-a4da4b96c371,914ef79f-a7d5-4d9c-83d2-4aaddd4ab194,b9911a51-d6d3-4443-9f31-e3efe59e764c,0.0,2.4,6,80,70,30,100,100,False,31.58
7a7e0d3a-84ba-49f8-aff3-b7490f100c72,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,f76e4380-b087-418a-92f4-f49e01759b49,50.0,23.2,8,100,90,30,100,100,True,55.94
4926c100-c45c-47aa-be74-f76a79b4740a,b9f04e83-3bb9-41f6-997a-3d6f215e51ef,43fb51c4-1201-467b-a744-c2eb1be99c89,0.0,3.8,17,100,90,30,100,100,False,57.96
2a826a8b-97ee-4b48-887a-a2241ce3bd52,8bb16d46-a8ec-4a2c-a51d-cde7d11261e3,1fe21af5-7144-4877-b3bf-30ab244d086f,10.0,32.8,7,100,90,30,15.0,100,True,33.51
b659aaaf-1a45-42c0-85e5-051b21f3ea95,499c8955-5d2a-4cc3-b2cd-8759992b46c0,35a6d8a7-7ac7-4f10-a94d-58eb0c87128a,0,12.0,10,100,90,30,100,100,False,18.9
df3a72f5-dae6-41c5-a3e6-f029068ce75e,17f1dc4f-32f6-481f-aaf2-59d5506eaf5f,c28b0eae-684d-4458-897f-652c137d9940,0.0,7.0,10,100,90,60,100,100,False,39.4
dbb505f3-3557-4f53-81ff-0b9e1b35b95a,23a5d305-eda0-4e94-8e98-f4c86a0ad297,a95657d3-b83f-49ec-8654-b89807406757,0.0,2.2,13,60,70,60,100,100,False,30.74
b0a06595-92eb-49b3-9caa-6bd44638ce3b,d8162f8f-3cfa-4694-88fb-5ae06faec86a,b7897880-028f-4008-b145-0365d007be7e,0.0,7.6,4,100,50,60,100,40,False,31.92
e1b45305-198e-4c65-b01f-889dbb29e94e,499c8955-5d2a-4cc3-b2cd-8759992b46c0,491f4a5f-62b2-48ab-bf3d-1e85e0dfc5ef,0.0,6.6,19,80,70,100,100,100,False,37.22
c8be3e53-a49b-4d80-8e47-6879a2b9cacd,926fbdad-d167-4455-8dea-3e5697ddb9c4,74ba4b1a-9928-4872-ab74-baf82f7d1d4a,0.0,4.2,18,100,90,30,100,100,False,58.14
45d0420f-c8ea-4ee0-af58-9076d817a382,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,a260dacc-ac37-4e54-ac05-f80b45c60eb6,0.0,-4.0,0,100,50,60,100,100,False,32.2
33179e1f-0983-4117-bd4f-789b0b9df315,66aada82-23bc-4c98-8377-8df01b1d132e,1cde932e-5029-4d16-90b4-9e9b782713ee,0.0,6.2,3,100,50,100,100,40,False,33.54
2730117f-0061-4aaf-9fad-858f2e4031e5,92d00461-b2fb-45a6-9391-8f78fe52be78,ff3f26f9-2e93-45fe-ab24-a914f35de6fc,50.0,27.4,16,100,50,60,100,40,False,52.08
81295790-5adc-48a5-898b-fb9058898f35,c6407a8d-c6b5-4631-8445-9fb5474f07c7,9ad1c9cd-39b8-4e6c-859f-8ee34e5c3e4f,0,23.4,16,100,90,30,100,100,False,30.78
e349f75a-9a42-4607-bf45-a9e77f043cab,4d5c5653-bf8e-46ce-862e-b3b7e1584ce3,06a33a34-032a-4af9-842a-64914c24111d,0.0,8.8,7,100,50,60,85.0,40,False,51.71
803ca45e-150a-4ad9-b876-bd428673b6a0,8dd3b10b-43d2-4148-a68b-2f2d3822a084,43fb51c4-1201-467b-a744-c2eb1be99c89,0.0,-4.4,9,100,90,30,100,100,False,55.52
5d5d0964-846d-48bc-beff-a0af0f4441ce,681d46c3-f91d-44c0-bff1-a526ce5fb88a,8be9bc11-2473-4e75-8faa-c23e82d8e85c,0.0,10.0,10,100,90,100,100,100,False,62.0
aa886ad8-8736-48f2-aff6-adcf2445b12c,ee7cc185-e6f3-41ed-af6b-fbf4a2d996e3,f6652c79-189c-4b57-b536-8445483195ea,30,17.0,20,100,90,100,100,40,False,50.4
4df2002c-9b58-4b40-a1fd-f7f99f0e3750,85a17dc8-2912-45b6-8624-fd81f71a5495,aa7d3b8d-9e11-4b0a-b196-b4833ebefe40,0.0,11.6,9,100,50,30,32.0,100,False,31.32
e11fba09-55ab-40b5-92c2-691afff9c5d2,926fbdad-d167-4455-8dea-3e5697ddb9c4,c01bc46a-92f7-4721-ae16-716681759dfc,0.0,15.0,15,100,50,100,100,100,False,39.5
c8306dcf-0bea-4ce0-b1a6-2bfd90e8c290,054b0c11-1d61-479f-a466-3a53c02ac41c,b0f1552e-ef68-408e-9ad8-3c86283d5a9c,0.0,5.0,0,80,50,100,78.0,40,False,28.9
1c1be023-8f87-4fca-b1d0-42150580a424,b9f04e83-3bb9-41f6-997a-3d6f215e51ef,1c645db3-50be-4fad-bf7e-6de547c3cc65,33.33,29.6,19,100,50,60,100,100,True,50.82
a839cfc3-18f6-4940-9ba7-18ae87ed7138,e3fefcef-9bfe-4d2d-aec7-964ff5d7a350,48612ec6-2baa-4bd3-945d-c2b8229d58fa,30,48.0,100,60,50,60,100,100,False,55.6
15837516-9991-4be2-b18b-ce85616bf05a,98b776f3-143a-49e1-afab-2a677ea2f30c,dac2ec94-2b11-434e-867f-002f022cce73,0.0,1.0,15,80,90,30,100,100,False,34.2
c4e05118-f6a3-450c-9708-99a54eb8dbdc,2cf52316-f696-49ec-a725-0b6df727b6b5,355a930a-073b-453b-a9b2-20af598b109e,50.0,28.6,14,100,50,100,100,40,True,74.12
b24d02e3-0d04-46d2-828c-befe6f80e38f,a3a55dc2-47e8-44fe-a06a-604dd049b2cd,73302c09-3f03-49ac-954d-edef979455e5,33.33,32.0,15,100,50,30,100,100,True,49.4
c8efd4ab-2f2c-45c2-ae01-b958c94ba99c,5d47c32c-9bdd-4b73-95b2-b9200c65f614,b81edde3-8468-486d-a0c4-5e0431d82284,0.0,15.6,14,100,70,100,100,40,False,58.52
822863a9-62ca-446f-8b3b-344bfc5d9ac8,c3525510-84f1-4703-b98a-c6e507b008a2,7069d255-fb87-43c7-8c5e-1f5bc883e33e,0,-3.2,12,100,50,100,100,100,False,15.56
254f608b-35c1-48dd-a6e3-b774b7367b15,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,21b2ea32-05d5-4b97-9c8c-e5459dfbc9ac,0.0,15.0,15,100,50,60,100,100,False,37.5
6bf31ab6-c6aa-44c6-ae1a-223f9550c877,2cf52316-f696-49ec-a725-0b6df727b6b5,7d0ef47a-38ec-4f9e-b0b2-e15969ea994c,0,4.6,14,100,90,60,65.0,40,False,14.57
c84175d2-cd4a-4b79-a4d7-7a6964072f00,fb56d98c-6731-4608-b01a-053bb3fb8acf,5d0e4798-9647-4120-9c7a-a150ca79f0dc,0.0,-10.0,0,100,50,100,100,40,False,30.0
659dcfa7-c4cc-4cbb-8702-0507af719fd6,8c16eb41-a593-4db1-8576-acfb20a95d5d,c01bc46a-92f7-4721-ae16-716681759dfc,100,79.0,50,100,50,100,100,100,True,85.8
8661d8fe-ae2a-4bb1-8ad2-0149775a3b9e,8dd3b10b-43d2-4148-a68b-2f2d3822a084,a36245d0-c199-448b-9ffe-373dd413eb16,0.0,8.0,5,100,50,60,8.0,100,False,30.5
23cdd8b9-9df8-4978-b2e9-6996eafdb48b,4b2f1d6b-5e02-471a-8438-9a86573c870f,2db56fa3-747c-48a9-b29c-307b0f2135d2,0.0,19.0,50,80,90,100,100,100,False,44.8
eb72f6d4-d020-4355-9ff5-e3ad0ead9543,095c62af-346a-471b-8517-5269bcd0cab0,bc4901c2-2e4a-40a4-a0d7-09f40822c34f,50.0,40.8,17,80,70,100,100,100,False,58.86
7a3f6978-e078-4d01-b573-8b1d80cb2fbe,b90cb24f-9d36-494b-97a7-09823f46832b,513933bf-47eb-4025-8499-8642dd930445,0.0,3.8,12,100,50,60,100,100,False,34.96
9ec67044-dd05-400e-9f17-cce15bbbef43,74c6741e-4b17-44b6-bae9-1e967acb7ef7,02457445-7266-4707-9330-1ff751d0d270,100,100,100,100,90,60,96.0,100,True,96.8
9de0edd0-3eb6-4111-b343-93248233b50c,46595dde-9e76-4044-950f-b4eb06b14bd5,53e20dcc-01f0-4f6c-a0bd-9680bf51794f,0,12.0,15,100,70,30,100,100,False,17.4
5fbf6a79-dcc8-4cdc-a1fd-4a793eaac158,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,d14607ea-db9d-42d8-a062-400df7a1ff84,0.0,15.0,15,80,90,60,100,100,False,38.5
abe9e7a4-fc2c-4b63-b610-939dad4aa15b,37507323-21b0-4ce2-b823-bddcb528281c,06fa0559-2a9f-4071-82d7-5b3e42b34265,0.0,-2.8,8,80,70,30,100,100,False,30.74
31e0849d-a94a-49f7-95f8-004b03f8bf0d,92d00461-b2fb-45a6-9391-8f78fe52be78,88cbef43-f648-4a91-8a59-9107e940bc3f,0.0,7.0,15,100,50,60,100,100,False,35.9
27f5589b-7110-466c-891e-b58b66a93b64,44f895f3-ab52-4c68-be7b-108a8c8f3740,0659e776-0766-434b-ad31-6eff0218b319,0.0,-0.6,16,100,90,100,100,100,False,40.48
872112b5-d5c2-40f1-a5a6-245b3d2c957a,eafcae4b-3085-4064-aa0c-7c383556dbcb,512bc55a-44e1-4c4f-b373-40019e1ff53a,100,56.2,3,100,70,30,100,100,False,75.04
4a02c060-18d4-4788-a46d-23bbe201e339,b9f04e83-3bb9-41f6-997a-3d6f215e51ef,a1154c45-8602-4d12-b948-38ad9c66b8f2,66.67,79.0,100,100,90,30,100,100,True,81.3
a5588d4f-860f-4a43-ab13-4ae609039110,eafcae4b-3085-4064-aa0c-7c383556dbcb,e162161c-450b-4850-93f3-816f8b6976e8,50.0,42.8,17,100,70,60,100,100,False,60.26
7c272e2c-a626-471d-a31f-fd8202081f4b,84c1d83e-8cf0-4211-b561-68cb9dd7af42,0a553627-709b-44d8-a606-bcd1efb67bbd,0.0,-1.0,0,40,50,60,100,100,False,23.8
070a61a3-1c9d-46f5-9641-bfa8b5ffeb09,b365bb8d-2f29-40fd-ba99-3bc53c5da8a3,d32a666e-cd1a-493f-933b-c0e96965826b,0.0,-4.8,13,100,90,30,100,100,False,35.84
4747eca5-1dc3-4167-87ea-eca98cc03ed4,914ef79f-a7d5-4d9c-83d2-4aaddd4ab194,eab2e826-3011-47ba-be4b-782c016227b3,30,23.8,17,100,70,60,100,100,False,50.46
91cd1a11-3cc7-416b-a479-019ddd944f90,15395a85-614a-40ec-b69a-c59b89e6bae8,33fac190-b887-4d91-b60e-1bcc8ac1312a,30,27.0,15,60,50,100,100,100,False,44.9
483e4963-1abc-4b33-871d-185e25aaabe5,0661d731-4940-4d47-9684-a27d07ac9a48,05b8048c-3456-4653-beb4-a8bb6746aba3,0.0,8.6,9,100,50,100,100,40,False,34.62
e7d1948e-35fd-469d-9db7-f78cce771e3c,3beb567e-55ca-481a-a6d8-09cc8c0ef3dc,d696dc1e-4602-49a3-9ceb-1704b8e2df30,0.0,8.8,7,100,70,60,32.0,100,False,34.06
9745c1d5-e5da-492c-89a1-5beaebba8839,5d47c32c-9bdd-4b73-95b2-b9200c65f614,765d299f-3ca6-49fc-89cb-f31a862cbe61,0.0,-2.8,18,60,50,100,100,100,False,30.24
0b0f3c02-b2fc-467c-bb77-0e22dcd31010,84c1d83e-8cf0-4211-b561-68cb9dd7af42,b93e17f2-2166-4be1-abd5-f17b98362380,60,61.2,18,100,70,30,100,100,True,57.54
4c38785d-7ce9-433c-904e-fffcad2f38a7,c8559569-f080-4d3f-b9fb-d404aaeaea5e,8e632e3a-6689-4cd2-9e24-211eb29ac05d,0.0,-4.4,14,100,70,100,100,40,False,34.52
19f8c9a4-64e0-4ce9-b363-b6cdfa166feb,04fc0fbc-3d70-4d3a-87dd-38115c9a01a5,8e632e3a-6689-4cd2-9e24-211eb29ac05d,0.0,5.0,5,100,70,100,100,40,False,35.5
9f52ca74-0ba3-4c53-bd8f-7f3c8c549ab5,98b18b99-09b1-4480-8e0a-e6b62203a9dc,8778813e-c9c5-4642-8f26-e2d55f0adda2,0.0,5.4,16,100,90,60,61.0,40,False,54.73
638c6f46-44c2-4ff0-8514-fe902df8dcd9,600c64a8-0925-4dcf-a823-85629ecf3ba1,5318b882-d5c5-482a-9ef9-f16898ff36d2,0.0,5.6,14,100,90,100,100,100,False,61.52
32d01b74-44f7-427e-87e5-f1befe32d922,c3525510-84f1-4703-b98a-c6e507b008a2,19b3128c-49fd-42a6-86db-36b66378c76d,0.0,3.8,12,60,90,60,56.0,100,False,30.76
f904828d-293f-4e4c-a24b-fd1e451d42b8,bdafab8f-2f56-4402-9372-d46f9e7f63f6,0bd667c9-4cb2-41a9-a7a8-fbd1e58f6de9,0.0,-2.0,0,100,70,100,100,40,False,33.6
bd20e22b-8d2b-4fce-9b87-3a63ec16bff1,ea929030-c88a-4386-886c-ee28fb327c28,b6fd4c6e-1738-425c-b306-7a161a9ae394,0.0,-2.2,17,100,70,30,31.0,100,False,31.31
5ade9ff8-53ac-45ca-919e-8f9da844f63b,84c1d83e-8cf0-4211-b561-68cb9dd7af42,7557f67f-6461-47af-adac-c41d1d768886,0.0,-0.2,17,100,50,30,100,100,False,33.16
d6dfec9e-0c2a-447c-bce2-d7fdac3c079e,273f72ff-7975-4a29-8788-f7c6ee5beb8e,66822d0e-1ef2-408a-a919-25bc875c3f01,0.0,-4.0,15,100,70,30,46.0,100,False,31.5
f016e2c5-42db-4c95-877b-4b29259e3c4d,054b0c11-1d61-479f-a466-3a53c02ac41c,f714165c-b4c8-49ef-a490-c95c33df0efd,100,59.8,12,60,50,100,100,40,False,89.16
b3298d71-5315-4949-9137-358518543ff9,481c093a-286b-4170-a785-d71a646f547d,72dc8f71-346d-4bd9-8154-7594877c19b2,100,59.0,20,100,90,100,58.0,100,True,80.7
421ae742-051f-41ee-a84f-f44fb6b340cf,af6464d4-e6e9-471d-9c3b-af40fced71c8,f378bca2-2229-423a-acd0-9159419eade5,50.0,45.2,13,100,50,30,68.0,100,False,55.24
5c4eb074-56b1-47dd-931e-681fa3806afd,aaebbf9c-00ad-4aba-838b-0c0824c87134,153e953c-4f64-4b8c-bf44-e8e35bc42754,33.33,35.4,16,100,70,100,100,100,True,55.68
db159a8b-b263-415f-895d-1f800f12032b,de712609-885c-48be-b204-a2f8998b2e4a,753a3fe2-8d72-4b6a-b778-2137ac19d812,0.0,5.4,11,100,90,100,31.0,100,False,57.73
1e2d65ab-a0cb-4744-8b35-de82593dd16f,481c093a-286b-4170-a785-d71a646f547d,b6b4a025-fe13-4a6c-94ee-827e1be34e1d,100,57.0,0,60,70,30,100,100,False,68.9
573c00f8-8638-4c4b-b6df-fbbf804a2fd7,d8162f8f-3cfa-4694-88fb-5ae06faec86a,60bf8c9e-c4dc-498f-933e-3a0b34c6c1a6,0.0,5.0,0,100,50,100,100,40,False,33.0
8a6f0eec-543f-4f89-853b-3f318be1b569,8b3edffe-86d0-4cdb-8cc0-8b672614e7ff,450ecd0f-b264-40cd-8878-4f092cd4c6ce,0.0,-2.4,4,100,70,100,100,100,False,36.92
bcddb063-9741-496a-aa55-b8aca1936b17,bbd7135d-3d8b-4dae-bfee-367dbf4c0cfc,2cc8aba7-9629-479d-bc80-e4437e4e5206,0.0,14.2,13,100,90,100,100,100,False,43.14
dc0195b9-902d-4e23-ae9c-41f588151247,fb56d98c-6731-4608-b01a-053bb3fb8acf,8e923d01-2035-4f33-960d-de536f467113,100,61.0,20,100,50,30,2.0,100,True,70.8
d4415de4-e660-4239-acbf-c981bd500335,6e2f67f9-786d-4e89-ba5e-068c7ddd0b16,94a060b0-ec26-4cf3-891f-a418f3b78940,30,29.8,17,100,50,60,100,100,False,49.66
52b463b2-916d-436f-8e7c-0a237cadadee,66aada82-23bc-4c98-8377-8df01b1d132e,b051a780-4e07-4cba-8c97-fe5127fe5e52,50.0,30.4,6,100,50,60,100,100,True,54.68
4c8e84c9-12eb-4396-96c2-21ac78c44d19,5eabc2fb-da29-47cc-a1da-017581b62197,422fd2c9-8e12-4279-9336-823d66319348,66.67,50.6,9,100,90,100,100,40,True,67.02
ac48ca9a-e6b0-403f-baef-eeb4816c065b,0661d731-4940-4d47-9684-a27d07ac9a48,8973b8fa-737f-4520-81d1-408f504218ef,0.0,15.4,16,100,90,100,100,40,False,40.68
14624d0c-eefc-41a6-b98c-f10c67db0bfa,e3fefcef-9bfe-4d2d-aec7-964ff5d7a350,ce43b7aa-6d83-464d-98ff-089f05926d30,0.0,6.0,15,100,50,30,100,100,False,34.2
10d47d7d-02ee-4be7-b1af-1213e0042956,5eabc2fb-da29-47cc-a1da-017581b62197,13d32b8e-0a7a-4f4a-956d-b665b595a8a9,0.0,-1.4,14,100,90,100,100,40,False,57.12
c811d514-e466-4946-bf07-05c34148c5ed,4f7ec1ca-4230-4de6-b0a3-47677ae5458e,f714165c-b4c8-49ef-a490-c95c33df0efd,50.0,25.4,1,100,50,100,100,100,True,75.18
d5abcca7-518f-48d0-b352-27c95444e810,681d46c3-f91d-44c0-bff1-a526ce5fb88a,4fdf6ba7-0881-4a9b-bed3-f9bcc13a17e6,0,-2.4,9,100,90,100,100,40,False,16.42
b388fe61-6dc2-4769-8712-e02521293073,81dec053-8422-43eb-a339-fc1bd5b50d1d,e12fded7-0e91-42b7-a0d2-a2cb0611239d,100,66.6,14,100,90,100,100,100,False,83.72
5a84e879-1185-4a6a-8218-a9d8f19d9267,e1bfb432-bb1b-46f0-a4e4-76cce968e7b1,72c8bfcf-6c61-4eab-a7ce-c45703c8941b,0,7.6,14,100,90,100,61.0,40,False,16.97
ea9f6448-0b2d-4101-b0ac-1dbb9d331d55,7b33abe6-5813-4f74-a374-5ec39b676bcd,ae1f90a2-378a-49ff-b43b-dc84bb46d922,0.0,12.6,14,40,70,60,73.0,40,False,25.57
b4f729c8-a87d-4f1c-a8c8-e90c3acc2355,85a17dc8-2912-45b6-8624-fd81f71a5495,f3a3aadd-4724-44c2-b68d-5e70882c4ca8,0.0,10.2,13,100,90,30,100,100,False,38.84
8fee90f5-761e-4d02-afc5-4b33d39e6c9b,81dec053-8422-43eb-a339-fc1bd5b50d1d,03e8d58a-8975-48af-a9fe-7631c384c220,30,35.0,20,100,70,60,100,100,False,53.0
676746e6-5e08-48c9-b09e-5c201505278a,ee7cc185-e6f3-41ed-af6b-fbf4a2d996e3,3efb510d-6da8-4223-b53d-4df753e1cfad,30,23.2,13,100,50,30,100,40,False,63.44
a0c5b4de-a852-4dc1-b557-0420f300d2fe,df5efbd6-10c0-4314-8631-6cfd8cd96a1a,107105d2-0abe-49e2-bbdb-ad093a1e07b6,0.0,10.2,8,80,50,100,100,100,False,34.84
e9eca5a5-1e6a-4828-b15a-fb26820f2b6a,15395a85-614a-40ec-b69a-c59b89e6bae8,e0f3b67e-f05a-4fbd-8847-4d939cfc0243,50.0,67.0,100,100,70,60,69.0,40,True,68.85
92e5fd2b-7bf3-4e47-87cd-df0bfab3a80f,f8b1c77b-8b1e-4961-a578-e34b18d997e4,f8286fa8-1640-4949-8bb3-96b95f57dc7e,33.33,24.0,5,100,70,30,100,100,True,48.8
bd31eca6-5414-425e-a7ec-608ac5d85808,f9e8e78a-8550-42bc-9ed0-6a9902ea4264,174d2a2c-2e06-46da-920b-2bb544f47165,100,56.4,1,100,50,30,100,100,True,72.88
abb6659c-0985-444f-aa34-569a50a7379d,4d5c5653-bf8e-46ce-862e-b3b7e1584ce3,001139e7-cb6c-43f9-97e0-4612010be20c,0.0,-8.0,0,60,50,100,100,40,False,24.4
05041c81-1b83-4f9e-996e-92a5023d08f0,129734b4-582b-42d2-b98b-03101cec4267,484613db-2f55-4eb7-b77a-f5c9d7d3c7c0,0,40.0,50,100,50,30,100,100,True,34.5
875cf9cb-47d0-4ec3-90cb-bcc2053b19d9,129734b4-582b-42d2-b98b-03101cec4267,13c4c10a-3434-4ff8-b536-a88ca841621f,30,19.2,3,100,70,100,100,100,False,50.14
a72b9c41-6710-4a75-a385-1d916b689e37,c12acd50-273c-4856-b50f-15ad96406571,ca2506f3-c64c-4b01-86ab-24bea18f6187,0.0,-6.4,9,100,90,30,12.0,100,False,30.72
5054b74d-49fc-4aef-ba68-ba42e706abd3,698cd44e-b2d1-4a5a-9ddf-8a6e6c5867f9,c68fec83-b71a-4162-b7db-29299e4756c3,0.0,-6.8,8,100,90,100,100,100,False,38.44
07f6c7e7-6bf9-474a-8541-0490f7afd1ce,af6464d4-e6e9-471d-9c3b-af40fced71c8,e1057cf0-69ce-4830-9197-71a2bef0f962,30,28.2,3,100,90,30,100,100,False,50.44
76593942-b158-4ad3-9bdc-e156e521fae4,15395a85-614a-40ec-b69a-c59b89e6bae8,f9581d2f-9052-4a59-83fd-5d0f59bcbb0c,10.0,28.8,7,100,70,60,100,100,True,36.46
df2df821-af15-49fb-8a71-01d7e4229c0d,df5efbd6-10c0-4314-8631-6cfd8cd96a1a,5ee76dcc-fc40-4f60-9bb8-eac17b31dd52,0.0,-5.6,6,100,50,100,100,100,False,34.48
72ce7a1f-62b5-47c7-9f38-3e7434b83468,84c1d83e-8cf0-4211-b561-68cb9dd7af42,c535c08d-0f5c-43b3-9a7a-24f592d708eb,0.0,-4.8,8,40,50,30,37.0,100,False,19.19
5c4e250b-107b-4f4c-84b7-b802d9e6b3eb,74c6741e-4b17-44b6-bae9-1e967acb7ef7,e6271fd7-d40e-446d-afb7-8b7a3998382b,0.0,-3.2,17,100,90,100,100,40,False,37.06
45a1d8ff-30ec-4f4f-a3c9-7a96ea9b23cb,f26223d3-22b0-4b85-8732-fa949fef8692,6d121ec5-e65c-46a7-a14e-9e7354f72196,0.0,-3.6,11,100,70,30,100,100,False,33.88
dd6fa159-eb25-4ae4-af19-376985b0d894,5eabc2fb-da29-47cc-a1da-017581b62197,b4d7c72e-b764-4f29-a265-579a44bf7fee,0.0,9.8,12,100,50,60,100,40,False,53.16
f476a665-02fe-4687-8121-7032d37b4028,34c42a9b-ed9b-4714-90f4-719a0ab75118,423f233f-d2a1-4ec3-a27b-e84dae7f6dc0,0.0,-4.8,3,100,50,60,100,100,False,32.34
61fd539d-36ae-4371-8847-09af0419066a,4ab31420-afd4-45f3-8e51-cb6bf48ca125,fef68efd-78fc-4b7b-9c1b-9c248043c14f,0.0,9.4,6,100,70,100,100,100,False,39.48
688bf031-b26b-4fff-a6a6-8d898e763b2c,a3a55dc2-47e8-44fe-a06a-604dd049b2cd,7e7a669d-c0c4-4dd0-9ac9-ff976a1f6043,0.0,2.4,6,0,90,60,100,40,False,20.08
a0d713bb-8164-426d-b075-bca91615e743,c4ff8043-795c-4939-8a95-953711753ce9,731b39ed-4a42-48a5-8d0f-750acb49f288,0.0,9.8,17,0,90,100,100,100,False,27.66
4d8b61ff-9b38-4cf4-9128-f965b243e0d0,5eabc2fb-da29-47cc-a1da-017581b62197,517c9076-a4a5-41c3-8a47-5968d681e23b,0.0,10.2,3,100,50,60,100,100,False,35.34
b7e7e9f7-1112-4582-8d77-830f76ce77f1,85a17dc8-2912-45b6-8624-fd81f71a5495,ae143a37-713e-4539-9945-c48382751803,0.0,-1.0,5,100,70,30,100,100,False,53.8
efb311bf-b5da-46d1-a4a6-5597bf58d7e2,4b2f1d6b-5e02-471a-8438-9a86573c870f,df573d6e-930a-4728-979e-e11e9bf05d38,0.0,7.8,17,60,70,100,100,100,False,54.26
8293b1db-9a17-42f8-9078-9c5d7d7ed47e,af6464d4-e6e9-471d-9c3b-af40fced71c8,2328cc63-d523-49b7-96d4-7e4705a788b8,0.0,10.2,3,100,50,100,100,100,False,57.34
09c9ad45-19a5-44a7-bf59-1506eaa6a098,6f313b7e-04a6-4ad3-bc54-cbea33d1b2a0,c2b4858b-8e23-4335-becb-9d4c773d2fa4,0.0,6.0,5,40,70,30,100,100,False,26.2
7a3deb50-54dd-41a4-beb3-bf3169ee050e,e528eb83-f214-4ffd-8fdd-d075a3c70218,71e98250-3766-4f79-8ce4-9eccbfaa8100,33.33,29.2,18,80,70,30,100,100,False,48.14
